anger_index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
0.354,0.022806535,-0.0031352472,-0.0025114038,-0.015462854,-0.008799064,0.022300487,0.020449188,0.01793206,0.015858827,-0.019982176,-0.0006986753,-0.008398828,-0.024069503,0.01669901,-0.028545093,-0.03236816,0.027953777,-0.02614683,0.015669856,0.03094208,-0.041771837,-0.02438351,-0.010774816,-0.020567155,0.008937873,-0.011543312,0.021262959,-0.020345965,-0.025854407,0.035186842,0.00023004247,0.005895351,0.021087755,-0.017632635,0.034054827,-0.023623528,0.025589839,0.027293889,-0.013874016,0.03527593,-0.006938143,0.029921865,-0.035219803,0.021581948,0.008273816,-0.0012255474,0.027318167,-0.0126590105,0.0034756972,-0.026378686
0.688,0.02242468,0.008628518,-0.005275639,-0.007553469,-0.010174581,0.011842737,0.014823267,0.0006775611,0.0048408597,-0.013527046,-0.0062992536,0.0029723858,-0.01958189,0.015820773,-0.020200126,-0.023060182,0.01628575,-0.014745867,0.014437368,0.016800338,-0.029356515,-0.022210827,-0.012488319,-0.0054903496,0.012858347,0.00070281915,0.01504868,-0.018307893,-0.0048155966,0.017832087,0.010896144,0.00890178,0.02522612,-0.018936023,0.030574655,-0.0095273005,0.023747316,0.019286944,-0.0015006012,0.03185725,-0.01817348,0.016191067,-0.026942128,0.005916643,-0.0031248657,-0.0074774944,0.022763507,-0.015585726,0.004315539,-0.02048443
0.375,0.0044115814,-0.0007820138,-0.00068867736,-0.00668623,-0.0150177255,0.017613351,0.020773962,0.006252251,0.012216616,-0.008843303,-0.00095500867,-0.017692901,-0.013040872,0.00633697,-0.014322812,-0.010572625,0.013481111,-0.005594595,0.013812536,0.013562655,-0.019017395,-0.017933961,-0.012551732,-0.0076315766,0.010868923,-0.002040875,0.022325087,-0.009504149,-0.011508968,0.008986547,-0.0018056498,0.013205887,0.016279737,-0.013546934,0.010692386,-0.013694094,0.016552826,0.019183362,-0.0025179775,0.017554758,-0.00020503506,0.009742414,-0.011230516,0.0041055023,0.008818848,0.0051853047,0.015630063,-0.021134468,-0.00092456484,-0.004678496
0.479,0.020561377,0.008360755,-0.010598901,-0.014477941,-0.014569252,0.028584266,0.015540522,0.009529254,0.00961112,-0.020534227,-0.0026901483,-0.009405753,-0.018832073,0.017594669,-0.023182577,-0.024155565,0.026035957,-0.018011175,0.007973554,0.025976721,-0.037569605,-0.018399995,-0.009520544,-0.007065562,0.008595378,-0.008934398,0.015128405,-0.01861348,-0.008690828,0.02523149,0.00016489673,0.005759927,0.022044037,-0.019839168,0.028216941,-0.014791882,0.01945905,0.019052101,-0.009793312,0.032697886,-0.008688179,0.014976815,-0.022770656,0.014631232,0.0016211299,-0.0034615912,0.0220119,-0.00942596,0.009250899,-0.025507506
0.419,0.012269902,0.0066562844,-0.0073579033,-0.011512385,-0.015076189,0.016202573,0.008502172,-0.005773077,0.006860037,-0.01896249,-0.008207131,-0.017139925,-0.012176679,0.011157902,-0.01742352,-0.014507318,0.0049335393,-0.008982534,0.0029682624,0.0115373,-0.018187292,-0.017080616,-0.019321905,-0.005652996,0.007881943,0.00028782274,0.022310283,-0.006028729,-0.013290226,0.0056407256,-0.00825634,0.0055274116,0.021544298,-0.013865119,0.019473946,-0.001779851,0.019045983,0.015218531,0.00097229757,0.014173527,0.0037149133,0.007077391,-0.009205519,0.008320363,-0.005321218,0.005433742,0.015572971,-0.011913219,0.008219503,-0.015136756
0.509,0.022332948,-0.00057618547,-0.002699598,-0.0009233707,-0.0063692452,0.007574186,0.014204553,-0.0069083483,-0.0013175266,-0.018627334,-0.000822799,-0.013281525,-0.012198273,0.015526652,-0.01589739,-0.009468494,0.0036122117,-0.00076051144,0.009135418,0.0050467146,-0.020790132,-0.013628816,-0.013341931,-0.01014502,0.012568097,-0.00040386574,0.011833629,-0.007344973,-0.0071545946,0.00987063,-0.011310428,0.008154487,0.019262107,-0.0069276947,0.01429801,-0.0042981817,0.021202836,0.010617312,0.0026769422,0.019034112,-0.000977337,-7.044548e-05,-0.01138417,0.0027776263,-0.0048111114,0.0013917775,0.008435902,-0.017228775,0.0051264423,-0.013516484
0.312,0.021590833,-0.005150406,-0.00042025206,-0.019990556,-0.011682447,0.026460592,0.022016846,0.021970931,0.01824751,-0.021617187,0.00097396993,-0.017305946,-0.020256085,0.019214392,-0.03211776,-0.030654622,0.028712608,-0.024176171,0.014102344,0.03155604,-0.04806256,-0.024374425,-0.009341652,-0.019565944,0.0072693275,-0.013351261,0.025913421,-0.020464871,-0.026084755,0.03975575,-0.0022377505,0.0073471875,0.029916905,-0.0184191,0.034160815,-0.027154796,0.03357954,0.029026944,-0.023716886,0.03826695,-0.010000617,0.032361116,-0.03893858,0.02356587,0.0093908785,-0.0050994484,0.030830553,-0.021737637,0.0008416271,-0.029652204
0.771,0.017375251,0.015150229,-0.0058729793,-0.0022103535,-0.011865791,0.01765077,0.012735276,-0.00590077,0.0018583062,-0.0046724435,-1.6287044e-05,-0.0048187724,-0.013689669,0.014639949,-0.012441264,-0.022635873,0.011787152,-0.0031303475,0.015642513,0.027479853,-0.022658143,-0.027155286,-0.015581963,-0.004349887,0.015647613,0.00018230201,0.01275617,-0.011432149,-0.008921596,0.014956544,0.004660583,0.0010534349,0.013727824,-0.01945525,0.016652526,-0.010953311,0.01599703,0.008941171,-0.0031550608,0.02410813,-0.011420862,0.0046835667,-0.01770074,0.0123647265,-0.009424974,-0.004510795,0.022949329,-0.017775318,0.010992455,-0.016689911
0.354,0.013621898,-0.0018260604,-0.007952524,-0.011972878,-0.012628643,0.0140768355,0.019622624,0.007298068,0.0045001996,-0.018649166,-0.006680829,-0.007561723,-0.014188029,0.014059862,-0.022340178,-0.016557483,0.017515533,-0.016377576,0.0031469767,0.025128083,-0.023725642,-0.013422792,-0.01578433,-0.0077441637,0.011188672,-0.0048976853,0.017277656,-0.012361707,-0.016560623,0.027875742,-0.002275111,0.008066262,0.015838748,-0.0141862435,0.024441661,-0.013835026,0.021566294,0.01774609,-0.016540596,0.029913643,-0.010748375,0.02369515,-0.028206723,0.010804034,0.00083372055,0.0048013562,0.015465992,-0.0127133,-0.00030722277,-0.019360118
0.271,0.014380478,-0.0017346374,-0.0020585721,-0.013697801,-0.011634287,0.017546091,0.016031552,0.024485108,0.012561348,-0.017968766,0.0037652976,-0.014775907,-0.012043024,0.008957998,-0.022995148,-0.02749605,0.015564429,-0.020880882,0.016543958,0.021079723,-0.02711863,-0.018499825,-0.012888836,-0.016368365,0.0011405033,-0.009753433,0.02421849,-0.011697048,-0.025413202,0.034751102,-0.004271047,0.006892684,0.022122273,-0.0053112004,0.024630435,-0.02097929,0.027033227,0.019726248,-0.0129049495,0.026017925,-0.0033337695,0.02716164,-0.023331031,0.01931015,0.007735912,-0.0044462783,0.023657972,-0.01463848,-0.003298219,-0.024208149
0.688,0.02288352,0.0021407753,-0.009118463,-0.008339564,-0.012966941,0.02040935,0.013181738,0.010957587,0.0043040207,-0.017706916,-0.0037803536,-0.0003955828,-0.0165596,0.022246756,-0.019351132,-0.020763043,0.01750593,-0.008267778,0.010036332,0.026562395,-0.029511727,-0.017021583,-0.00918776,-0.006846472,0.013159519,-0.00357647,0.022797626,-0.021085156,-0.010366485,0.021145986,-0.0059575285,0.0036138983,0.025435006,-0.021374501,0.027047573,-0.009017887,0.021512395,0.020745082,-0.0062341513,0.028241841,-0.009752734,0.014361467,-0.027770616,0.00977053,-0.0057910695,0.0073485924,0.020667257,-0.013628536,0.0074718674,-0.018098969
0.5,0.006156817,0.006398929,-0.006897745,-0.0071484866,-0.016592687,0.012422992,0.015929155,-0.0109238615,-0.0023635058,-0.012539508,-0.018502856,-0.0185196,-4.4267625e-05,0.012007806,-0.0049663964,-0.006212372,0.012599641,-0.001235094,0.0046074516,0.016192224,-0.013831442,-0.02372761,-0.003564603,0.00094320206,-0.0058750603,-0.0005351366,0.009685674,-0.0022567085,-0.0028861503,0.009727712,-0.0097695105,0.0071202843,0.006812233,-0.006671493,0.014836137,-0.009732899,0.006187362,0.014800796,-0.0027552054,0.007738092,-0.0072628115,0.0029743835,-0.015592452,-0.0030472472,0.0027411082,0.0064105364,0.020913882,-0.010621508,0.009677413,-0.0066608884
0.375,0.010064552,-0.008005263,-0.0071004718,-0.012895213,-0.0059642256,0.008799653,0.011729704,0.014019205,-0.0015107797,-0.013602772,0.00326656,-0.0094800275,-0.0039094207,0.016226972,-0.025580889,-0.021797298,0.013900381,-0.005012468,0.0049468623,0.01749618,-0.023055146,-0.01987316,-0.011546182,-0.008611533,0.011191571,-0.009646491,0.020781863,-0.015893854,-0.01294047,0.02359144,-0.007157118,0.0062295496,0.016686836,-0.011058469,0.018779967,-0.01828134,0.010828354,0.02658369,-0.0032167202,0.008876453,-0.0039044623,0.013936813,-0.013357244,0.014284859,-0.0017740623,0.006733529,0.023818946,-0.007632645,0.0014492489,-0.02253239
0.542,0.020670366,0.008117635,-0.007563534,-0.0058614304,-0.011026156,0.017168924,0.018011522,-0.0055856174,0.0004814349,-0.015226306,-0.008331176,-0.014291598,-0.016951863,0.013909524,-0.0104949735,-0.015467758,0.01235113,-0.0020419825,0.014437393,0.011042338,-0.02605811,-0.017244859,-0.017217752,-0.004071966,0.008069721,0.005790371,0.02185593,-0.013589639,-0.002648018,0.012462953,-0.007312853,0.007875733,0.019164614,-0.013683161,0.014443007,-0.0097421035,0.023102786,0.017715877,-0.0019507674,0.025816988,-0.013669873,0.0041588577,-0.015701143,0.0034644692,-0.0054821777,-0.004693178,0.01209006,-0.010845274,0.0110305315,-0.01569901
0.292,0.015118948,-0.0023972108,-0.0070076813,-0.018381188,-0.0106453365,0.021398248,0.011167246,0.0100136055,0.014980894,-0.016686736,0.00077266165,-0.018994803,-0.0151441125,0.007450864,-0.026415784,-0.018184775,0.01605382,-0.017179761,0.009122959,0.019849079,-0.022160213,-0.016634472,-0.009380697,-0.013357353,0.0063019902,-0.010188873,0.014323111,-0.006147888,-0.01767339,0.028074471,-0.0037159945,0.009393503,0.014407133,-0.0047230124,0.02788101,-0.019172203,0.020154309,0.02060394,-0.021308782,0.027584054,-0.0061072167,0.02146206,-0.016469633,0.011978465,0.0044742497,0.0033780576,0.017834285,-0.014500207,0.001999418,-0.020972181
0.792,0.021069478,0.009604833,-0.005084087,-0.010322426,-0.0070600566,0.02686787,0.021904074,0.008433545,0.0063480726,-0.01428485,-0.008359167,-0.009536891,-0.025498329,0.019471703,-0.025672128,-0.03369439,0.028133918,-0.02035108,0.019388946,0.028837193,-0.042548083,-0.031246495,-0.008544053,-0.005087942,0.013094618,-0.00398139,0.02127746,-0.025212843,-0.012308405,0.019204125,0.004969581,-0.004058943,0.019521477,-0.021612784,0.033946525,-0.016935471,0.02332344,0.011361953,-0.008064411,0.03216583,-0.009058055,0.016953595,-0.029006978,0.02125299,-0.00032947908,-0.0068036136,0.03202654,-0.017576227,0.010863069,-0.02302655
0.229,0.018105919,0.0010511836,-0.007687714,-0.010263203,-0.010694327,0.016471691,0.009943435,0.019723725,0.01684799,-0.020202342,0.0034187057,-0.007343037,-0.015042366,0.013863111,-0.02530864,-0.025836298,0.014504265,-0.020460632,0.009951844,0.021106735,-0.03103203,-0.013996755,-0.011689966,-0.01891994,0.0049447026,-0.008627583,0.021848481,-0.0116573395,-0.024304908,0.024509624,-0.00042611355,0.009754649,0.024258628,-0.012558496,0.022418346,-0.026214698,0.025420396,0.019172687,-0.0150255505,0.027318008,-0.0020373517,0.02599872,-0.027396787,0.019401552,0.006694542,-0.00036632913,0.022609929,-0.013513402,-0.0013070418,-0.02376586
0.562,0.017064339,0.006849796,-0.008340803,-0.003931407,-0.00665097,0.015867934,0.014929218,0.011443455,0.0035354563,-0.010766777,-0.0032750028,-0.0089478055,-0.019077193,0.018086994,-0.02265144,-0.028351726,0.02613852,-0.022141496,0.014343463,0.02489465,-0.036299746,-0.019856071,-0.015023602,-0.012772313,0.009493102,-0.0027030995,0.019079499,-0.014219211,-0.018089343,0.02750025,0.0020739646,0.0017861171,0.022995543,-0.02510197,0.029582817,-0.013794142,0.021625254,0.018054243,-0.008918051,0.025987176,-0.0039197505,0.0152506,-0.020847151,0.021372523,-0.0009752467,-0.007889649,0.021548625,-0.020569978,0.009094703,-0.021556458
0.208,0.013653097,-0.0022947541,-0.0008367447,-0.018590258,-0.0065137283,0.0068979957,0.0035191057,0.008425481,0.015269812,-0.020192211,0.0054085734,-0.008790481,-0.0023584203,0.003301948,-0.015010428,-0.0174262,0.010233932,-0.015442069,0.017947726,0.011142721,-0.0137692075,-0.007848494,-0.0054431357,-0.016194686,0.0059973933,-0.005123041,0.016346356,-0.009843599,-0.018633492,0.020351283,-0.0007863707,0.004477018,0.019609673,3.7629998e-05,0.009280797,-0.015221528,0.016520323,0.006153116,-0.017674513,0.008288269,-0.0029020251,0.02418236,-0.019585637,0.008141408,0.005139752,0.0023568787,0.014079296,-0.012539634,-0.004714906,-0.016317777
0.177,0.017580705,-0.0051674196,0.0012759602,-0.01878507,-0.008665187,0.017736124,0.012785752,0.016478721,0.017498108,-0.018370131,0.0040766182,-0.014475719,-0.013169949,0.015376052,-0.025976803,-0.023259263,0.024421802,-0.023346517,0.013443671,0.019755304,-0.03488973,-0.023061482,-0.009631371,-0.020321801,0.006682419,-0.009654154,0.024215447,-0.014908095,-0.02184594,0.039312106,-0.004605373,0.008951329,0.020170994,-0.014026817,0.027903358,-0.023026755,0.020267671,0.018417848,-0.022579264,0.025315935,-0.0014477656,0.030392887,-0.029495811,0.013925912,0.008515064,-0.0004335052,0.023450144,-0.022375941,0.005048217,-0.021558862
0.542,0.02131415,0.0063330885,-0.007507306,-0.00023221038,-0.0017400244,0.02275316,0.009667822,-0.0008266985,-0.011480732,-0.0032574132,-0.007812584,0.006322844,-0.018953517,0.013736389,-0.006666839,-0.015124465,0.011396575,0.010189331,0.000990855,0.012554797,-0.022378735,-0.014881828,-0.0041099605,-0.0015254962,0.0014984219,-0.0002806671,0.0017148665,-0.015342548,-0.0054861316,0.000246802,0.0012908208,0.009258326,0.015128656,-0.020257242,0.009635712,-0.008875089,0.023064837,0.011668572,0.004807356,0.0026199233,-0.0046263924,-0.008017054,-0.027334686,0.012835641,-0.0060694544,0.00096735393,0.019060766,-0.009697876,0.013462984,-0.010168083
0.375,0.022089753,-0.00064308953,-0.006368319,-0.010568588,-0.015716063,0.016418053,0.019854698,0.018462958,0.013071185,-0.021704633,0.0004686641,-0.0118203275,-0.018093413,0.018948257,-0.023797056,-0.031008407,0.026308848,-0.011831757,0.013308264,0.030779256,-0.035933916,-0.020298764,-0.010969258,-0.011211225,0.0022479007,-0.010319063,0.022499334,-0.0179245,-0.018214935,0.033011846,-0.005914269,0.006437604,0.020181663,-0.017968858,0.028471624,-0.024116917,0.021121904,0.02185944,-0.016947493,0.032462195,-0.009420116,0.02502956,-0.030376041,0.013669711,0.006071185,0.0015284385,0.02555882,-0.021240018,0.0041474435,-0.028131474
0.604,0.014005096,0.006831425,-0.012587547,0.007179344,-0.0048603625,0.010131181,0.021619422,-0.0015339522,-0.008881412,-0.011440673,-0.0072115595,0.0068346723,-0.011423101,0.022607705,-0.012526627,-0.01762625,0.016201595,-0.0013412158,-0.0023660755,0.023624517,-0.01710573,-0.02201684,-0.016843693,0.0052487697,0.0023238247,-0.00023348774,0.01569201,-0.012731824,0.0047835973,-0.001197971,-0.0044485647,0.0015232362,0.023154862,-0.02162374,0.026949732,-1.8986482e-05,0.01671054,0.008610506,0.0034263518,0.01386362,-0.007788301,-0.0023546715,-0.02265162,0.013906197,-0.013606393,-0.0075836154,0.024008978,-0.01122013,0.010753846,-0.013745536
0.542,0.0064536813,-2.2817181e-05,-0.0052095545,0.0018955334,-0.01858609,0.015885152,0.018423177,-0.0087599335,0.0016846826,-0.015509339,-0.0071698083,-0.0055953967,-0.015831595,0.014520438,-0.011874891,-0.032139666,0.010267236,0.004065132,0.008763994,0.01930746,-0.022097116,-0.02277744,-0.012318903,-0.0067856926,0.01189814,-0.0006694796,0.014207092,-0.011580789,0.0055133905,0.007839145,-0.0076641,-0.00095946714,0.021741088,-0.0094486,0.020789836,-0.011249329,0.022515189,0.015373927,-0.005522468,0.023889227,-0.0100603765,0.0072687124,-0.013286855,-0.0019393761,-0.0069695134,-0.00025229756,0.018145043,-0.012113493,0.011506244,-0.01491714
0.417,0.014685763,-0.0043355995,-0.0036640868,-0.008308435,-0.012857524,0.017045729,0.009881603,0.013367308,0.011761518,-0.013014946,0.0019439394,-0.00909005,-0.010769671,0.01746678,-0.016551144,-0.018965777,0.021528317,-0.0161839,0.011760363,0.020597342,-0.025940655,-0.01684804,-0.009095905,-0.015197238,0.010973142,-0.006657753,0.013814157,-0.0145060215,-0.009357629,0.032393422,-0.0026002056,0.0062861354,0.025080256,-0.010598043,0.028376106,-0.018760808,0.017874924,0.014591827,-0.0158089,0.029992966,-0.011205738,0.020249143,-0.019098692,0.001752028,0.0024178738,0.0010865105,0.021822665,-0.01720486,-0.005136767,-0.024073131
0.896,0.0115021495,0.0067331647,-0.007429465,-0.0013657325,-0.015902478,0.015401771,0.017611083,-0.0064908266,-0.007544654,-0.018852195,-0.010715496,-0.0018124869,-0.0056218775,0.009717352,-0.017260578,-0.015801366,0.012148759,-0.008062177,0.0056918445,0.020024426,-0.01827279,-0.01723434,-0.0120422775,-0.00043562235,0.01631458,0.0021163505,0.011484567,-0.018599395,0.0053898287,0.00067920214,-0.011128884,0.0015660101,0.007348779,-0.015685182,0.014238743,0.0020751494,0.015936114,0.013143251,0.0007028021,0.020010414,-0.008549373,0.00012820863,-0.017291617,0.008041199,-0.0096368445,0.0076203966,0.01118349,-0.014059222,0.010568949,-0.014251511
0.604,0.014952638,0.007893695,-0.008683963,-0.0037848882,-0.013671764,0.016225593,0.012074066,0.002698202,0.0059627225,-0.015699685,-0.0041857786,-0.0115899155,-0.015525608,0.011867827,-0.0208625,-0.017626477,0.014625669,-0.0059102266,0.0076904376,0.014045335,-0.027621929,-0.017925136,-0.012638696,-0.0051478776,0.008515156,-0.0034799532,0.02119059,-0.019686937,-0.0013873295,0.013630304,-0.002587229,0.013576023,0.02008182,-0.012833733,0.01915694,-0.0073450245,0.020831916,0.017334519,-0.0061243796,0.012948724,-0.0056902957,0.0029781556,-0.017548203,0.015132217,-0.0017877012,0.004227424,0.014880623,-0.019346915,0.009977685,-0.027824907
0.542,0.015882783,-0.0016401105,-0.0057577393,-0.012097357,-0.011062304,0.018537572,0.017026579,0.006976368,0.007434883,-0.013993414,0.0007130409,-0.0056392737,-0.017605131,0.0130979065,-0.019881923,-0.019910885,0.021561665,-0.012931637,0.0133517645,0.01808463,-0.022544272,-0.017190525,-0.017644241,-0.014057973,0.01021102,-0.0030179936,0.016978841,-0.013998855,-0.008809712,0.017447758,-0.0046817996,0.0054621017,0.016230118,-0.01778982,0.022803951,-0.013181845,0.02623313,0.011178991,-0.010892957,0.031106545,-0.008107642,0.009214312,-0.015875395,0.0074858237,-0.0012099886,0.0027478973,0.012747804,-0.022056434,0.00030959505,-0.024859251
0.354,0.016158713,0.0016578843,-0.0012919849,-0.008767055,-0.008707298,0.016897997,0.010929191,0.0026963027,0.009156804,-0.015853403,-0.002109715,-0.00566778,-0.007381779,0.018441182,-0.01967198,-0.01674874,0.009726162,-0.011236666,-0.004904237,0.028489335,-0.021162424,-0.01720039,-0.010182796,-0.016943708,0.0124764815,-0.008391569,0.015936108,-0.02409196,-0.0066408156,0.018930832,0.0008925551,0.013972513,0.020370932,-0.013927554,0.024928179,-0.010607288,0.010531181,0.018767301,-0.0044414205,0.013204298,-0.0018887578,0.010975756,-0.02228532,0.0135826245,-0.005279337,0.00275342,0.020395882,-0.0023358038,0.009485631,-0.017605586
0.438,0.018035408,0.006531586,-0.0019818577,-0.010407278,-0.01656239,0.022395989,0.013002735,0.0032295834,0.010942902,-0.016681524,5.1800882e-05,-0.016905788,-0.017235223,0.01624672,-0.019089429,-0.025668403,0.020704638,-0.013281008,0.009256453,0.021393046,-0.03648536,-0.023952272,-0.009185446,-0.015656803,0.007130396,-0.014140962,0.019368626,-0.018100334,-0.017067213,0.029410588,-0.0015459373,0.0073747365,0.020416908,-0.01911042,0.024155606,-0.019966235,0.02732933,0.02487905,-0.011879962,0.024641475,-0.008043073,0.015868811,-0.024097204,0.018396318,0.0010118441,-0.0030430702,0.026195453,-0.019952878,0.013973809,-0.018884972
0.146,0.021765724,-0.0054131285,0.00040125113,-0.024199065,-0.01211965,0.02710764,0.021014318,0.020628091,0.0165084,-0.024731439,-0.0014574297,-0.014462376,-0.023182975,0.016617034,-0.03060793,-0.032118972,0.028700145,-0.026631476,0.013148349,0.03182808,-0.04367881,-0.028335676,-0.013802736,-0.023519278,0.011720459,-0.016042652,0.032572757,-0.023199411,-0.029224029,0.04215664,-0.0032899093,0.006277489,0.028550569,-0.017608935,0.03406515,-0.03022445,0.03376518,0.026883552,-0.02254885,0.037525963,-0.009761152,0.033625297,-0.03661678,0.021840978,0.008063083,-0.0034815401,0.02992605,-0.023377704,0.0031215306,-0.03283826
0.5,0.018778209,0.0040396764,-0.0018286766,-0.019500233,-0.0125458175,0.02542807,0.0217108,0.01038952,0.016857632,-0.019382553,0.0018061501,-0.016555183,-0.01623523,0.017945066,-0.027031424,-0.027626581,0.024320422,-0.018694047,0.015702846,0.025846474,-0.03880345,-0.024187496,-0.0066202497,-0.016012475,0.009233453,-0.006139177,0.027722672,-0.02135974,-0.01911929,0.029742777,-0.0031586061,0.0034987614,0.03157588,-0.016683968,0.02704328,-0.025790507,0.028405197,0.029150609,-0.014347495,0.031066194,-0.009089193,0.0238688,-0.026408328,0.021345155,0.0030415568,-0.0038511485,0.029726932,-0.015168439,0.0031759979,-0.024864398
0.5,0.023757704,0.006242251,-0.0024337783,0.0018298237,-0.00963297,0.019718226,0.015505436,0.0017548793,0.0044489177,-0.017890332,-0.011891692,-0.0051787472,-0.011667845,0.016358817,-0.015457219,-0.023184953,0.012473065,-0.011133047,0.010039894,0.022473056,-0.026759064,-0.023364842,-0.013857724,-0.006033652,0.01329578,-0.00963529,0.022138435,-0.007431322,-0.013362637,0.022526437,0.0041769478,-0.0004516841,0.014641596,-0.020331422,0.030886278,-0.01145912,0.021923594,0.020078536,-0.0076978053,0.023538781,-0.0075707696,0.009001753,-0.026659092,0.014548947,-0.00483405,-0.0013111762,0.019354882,-0.012833487,0.0017911241,-0.015418109
0.354,0.009173934,-0.0003475623,-0.016493674,0.00032414225,-0.006822827,0.004611395,0.014677135,-0.005901445,-8.035869e-05,-0.018802078,-0.0019087598,-0.011525947,-0.0070315916,0.0067777596,-0.0084455,-0.007810151,0.0042586713,-0.0062115253,0.009223978,0.006243216,-0.003883514,-0.011182786,-0.007798038,-0.010421816,0.0002580927,-0.001540168,0.004427039,-0.008809183,-0.0051331427,0.0061298697,-0.0076755406,-0.000108292625,0.008047753,-0.0050648553,0.0077456366,-0.008635257,0.0076545733,0.0025550427,-0.0010095268,0.014224338,-0.0015363967,-0.0024758992,-0.0057735974,0.007391331,-0.004238649,0.005735086,0.010917237,-0.003527759,0.017016519,-0.005429986
0.685,0.014997034,0.004127515,-0.009937094,-0.0026933223,-0.015489929,0.027775276,0.017532926,-0.002359156,0.0016089949,-0.01922558,-0.0034046439,-0.0013580131,-0.020273708,0.00852472,-0.01567559,-0.02202876,0.015886018,-0.003339223,0.014731891,0.019739645,-0.0121630775,-0.025964217,-0.013777477,-0.010223494,0.0057764854,-0.0009271146,0.018128784,-0.01637369,-0.0058781197,0.012371123,-0.004300365,0.004526308,0.019230422,-0.01798093,0.025985476,-0.0034397787,0.0148542775,0.023029473,-0.0021167132,0.015609507,-0.001953775,0.0022295117,-0.016709002,-0.0019713251,-0.008598639,0.004363689,0.015590145,-0.015573737,0.0048721917,-0.020545831
0.542,0.024739143,0.0021722065,-0.00084602024,-0.014335882,-0.016999703,0.024964869,0.020836389,0.015078559,0.009253506,-0.018680647,-0.006211001,-0.013816406,-0.018803671,0.017757857,-0.028358655,-0.033063956,0.026968483,-0.01916343,0.012872001,0.028891046,-0.037707698,-0.024122065,-0.0058533996,-0.016500335,0.0070500774,-0.009846505,0.026470616,-0.02024156,-0.019757165,0.03395124,0.0023137801,0.0053105075,0.028661493,-0.012490869,0.028624283,-0.022413697,0.02555623,0.0174793,-0.015090614,0.030794878,-0.011697612,0.024267554,-0.0323931,0.021208605,0.0066725765,-0.0057410053,0.030918479,-0.012632482,0.0040411307,-0.022162989
0.75,0.019162342,-0.0012181507,-0.008678627,-0.011063476,-0.012551803,0.021641264,0.01547971,0.007386068,0.006963978,-0.019342665,-0.0058641243,-0.011686862,-0.023482751,0.015821608,-0.023843028,-0.024051081,0.02386572,-0.016726894,0.01612371,0.019826014,-0.031791702,-0.027052032,-0.014408317,-0.009130926,0.01259076,-0.004224648,0.021389162,-0.025485238,-0.017434387,0.025729613,0.00024777828,0.00919745,0.026933488,-0.018743075,0.02912226,-0.018921841,0.02668936,0.019972254,-0.009036106,0.031293325,-0.0043248916,0.009049514,-0.028690452,0.011706925,-0.0045284615,-0.006844908,0.021538865,-0.020165406,0.0126307085,-0.023259992
0.688,0.02708728,-0.002307057,-0.007559303,-0.014069797,-0.009557689,0.022568345,0.014480852,0.013190891,0.011035679,-0.016509699,-0.00025090078,-0.011257754,-0.023222096,0.018024938,-0.028141353,-0.03027774,0.026463667,-0.022068145,0.015725026,0.02889242,-0.04287297,-0.02465377,-0.007677437,-0.0156169,0.013609309,-0.009504008,0.02091507,-0.02023777,-0.023185354,0.03442433,-0.0013100397,0.0037241771,0.032168075,-0.017924445,0.0286576,-0.027242828,0.03081976,0.017831294,-0.016722418,0.03601958,-0.01150393,0.023753727,-0.03447877,0.019368358,0.0049309502,-0.0036062612,0.029768981,-0.01592176,0.0017279779,-0.0289864
0.646,0.01814018,0.00012232018,-0.010944878,-0.012056922,-0.015814403,0.016531762,0.017113203,-0.0001620494,0.007820148,-0.022405855,-0.0046480848,-0.01835965,-0.019461444,0.017744374,-0.017259013,-0.022541044,0.019690027,-0.009662646,0.015589708,0.021228869,-0.028531455,-0.021138007,-0.012394344,-0.0107058985,0.01337273,-0.0073637683,0.020469438,-0.014240077,-0.0074031507,0.02461199,-0.0016257347,0.013060183,0.023417998,-0.015413854,0.022304593,-0.01926433,0.021913465,0.021793343,-0.012002759,0.028621238,-0.006841822,0.013676778,-0.017500972,0.010014389,-0.0030546517,-0.0077585476,0.021430654,-0.01237566,0.008512103,-0.019853592
0.417,0.021036055,-0.006113436,-0.005013622,-0.01208852,-0.012653757,0.013115094,0.010226349,0.007684939,0.00849673,-0.016329512,-0.006578485,-0.021572042,-0.0102432165,0.011342684,-0.027851347,-0.022309583,0.016504442,-0.009249858,0.00877664,0.021552317,-0.026237018,-0.02162304,-0.0077365716,-0.014692891,0.010915289,-0.0033758148,0.028413825,-0.01062924,-0.014319164,0.027809376,-0.009543797,0.011928792,0.018914081,-0.008583577,0.021461789,-0.015868885,0.0187205,0.025478126,-0.017713135,0.026221942,-0.007601943,0.015547825,-0.026727546,0.010305091,0.006111783,0.00074100384,0.020431224,-0.009472222,0.0055690343,-0.020274837
