fear_index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
0.667,-0.03476102,-0.02307197,0.006660628,-0.0067147706,-0.027982391,-0.024074648,0.005905983,-0.018234285,0.017897595,0.015527785,-0.0119822975,-0.008278777,0.028841252,-0.01361161,0.039872892,0.027898403,-0.017498668,0.0054068994,-0.006064402,-0.021898812,-0.024325382,-0.005061627,0.018257808,0.028715312,0.032640986,-0.006150473,-0.016827365,-0.0023947647,0.021349858,0.00068267033,0.012955941,0.018474028,-0.021123765,0.023988122,-0.0220847,0.003599887,0.03550695,-0.025349392,0.032709368,-0.03658873,-0.011542663,-0.008066077,-0.0034428372,0.0062777884,-0.021339858,-0.021704696,0.0012156153,0.030919312,0.013522625,0.0182983
0.75,-0.013089361,-0.004130942,-0.003519094,-0.0038790074,-0.013597327,-0.019242806,0.012632839,-0.012477622,0.01678459,0.004109227,-0.016744649,-0.0035999948,0.018398704,-0.018955871,0.021092495,0.021321923,0.0060545253,-0.0037368045,-0.0038635407,-0.014362045,-0.006102161,-0.004612484,0.0061173704,0.0032959983,0.01479608,-0.009538431,-0.0041912394,7.70989e-05,0.014901432,0.0038913318,0.008919852,0.0058227233,-0.012157223,0.0057892804,-0.022386594,-0.00014951498,0.021027317,-0.0031750791,0.02854438,-0.02037473,0.0093378,-0.0017915252,-0.0025325972,-8.71208e-05,-0.021548241,-0.00541224,0.014901754,0.023690302,-0.0057421876,0.022119028
0.667,-0.027412536,-0.0042390693,-0.0017441274,-0.008973535,-0.013490553,-0.020916821,0.010562308,-0.016307248,0.011697095,0.0066876537,-0.021492908,-0.00021697546,0.017357731,-0.020201273,0.03004841,0.023204345,-0.0049351887,0.006119988,-0.005991078,-0.0073938402,-0.021600204,-0.0046206694,0.004954746,0.020140642,0.019344876,-0.026668755,-0.021316754,-0.0028052086,0.029374288,0.006581206,0.010874497,0.003577835,-0.027781004,0.017299486,-0.014976883,0.014942708,0.022213321,-0.002918377,0.033768978,-0.02309789,0.0026715973,-0.010620888,-9.8930905e-05,-0.0012894558,-0.015365124,-0.016430639,0.020287206,0.027944285,-0.004232716,0.020656304
0.583,-0.014002093,-0.0077178823,-0.0057634804,-0.010606943,-0.009954837,-0.012018851,0.0058862986,-0.016541027,0.012080523,0.002965537,-0.018055992,-0.01096444,0.0131620355,-0.007817515,0.024102706,0.026602365,-0.0029799836,0.00743741,-0.010249929,-0.0055582277,-0.008472267,-0.0063102404,-0.0005133296,0.008410227,0.018304698,-0.017049104,-0.017919688,-0.002083409,0.015546446,-0.00041668827,0.013646161,0.0033422117,-0.01775892,0.015066789,-0.010956036,0.015795736,0.018209133,-0.012175767,0.02258099,-0.01250005,-0.0036495633,-0.005540887,-0.007010433,-0.001019585,-0.01850419,-0.007236798,0.00728288,0.015121004,0.0033230148,0.018070988
0.646,-0.022101603,-0.0095109,-0.0074559343,-0.009796153,-0.02426259,-0.018232917,0.009432481,-0.011919288,0.009273965,0.005876162,-0.003688112,-0.0015009996,0.022293381,-0.020709004,0.02827518,0.020395832,-0.011607115,0.010421913,-0.0032155614,-0.015163457,-0.019916408,-0.0037456239,0.0108711,0.016371096,0.02804298,-0.011330161,-0.016503748,-0.011391307,0.018736,-0.00010108197,0.0064130197,0.009281092,-0.01837844,0.016224101,-0.017575487,0.0057581263,0.021198088,-0.010245474,0.020249322,-0.018722156,-0.004245775,-0.01246206,-0.0008420313,-0.000147991,-0.01659543,-0.017364176,0.009293116,0.027629571,0.009005779,0.010946556
0.646,-0.032200545,-0.021067778,0.0036575485,-0.008138776,-0.023000278,-0.020437546,-0.0027754738,-0.019076187,0.013857923,0.020391861,-0.012024412,-0.011376643,0.02195055,-0.015909629,0.03541697,0.026662745,-0.0159906,0.00011935065,-0.0021830106,-0.020062158,-0.019365098,0.0040048924,0.01764434,0.030289605,0.030740809,-0.01383115,-0.021433692,-0.00776651,0.013574485,0.0011663146,0.0152776865,0.019256946,-0.025586994,0.028381018,-0.021444708,0.006500525,0.031040266,-0.01696506,0.03886764,-0.026742361,-0.009803215,-0.004140499,-0.007998676,-0.0048784795,-0.027519315,-0.022713754,-0.0013795507,0.023545738,0.013141786,0.010568011
0.362,-0.02985374,-0.022725971,0.01606013,-0.0017362072,-0.009273403,-0.015457262,-0.004604639,-0.013118604,0.015642151,0.017202195,-0.00762189,-0.0065272045,0.016330436,-0.008696623,0.020721046,0.016955454,-0.016459081,-8.280505e-06,-0.008414397,-0.017482484,-0.0151743,0.0053899223,0.020938778,0.02312051,0.023767337,-0.00063314685,-0.018415881,-0.0013031228,0.010903456,-0.0016153638,0.007294855,0.01783101,-0.007662111,0.012719397,-0.003239381,0.00043909575,0.009393148,-0.021244807,0.014739243,-0.021764558,-0.018914536,0.00047908933,-0.008635782,0.004374123,-0.013209061,-0.021055704,-0.005693464,0.022651294,0.019291205,0.013386494
0.292,-0.007994521,-0.005796743,0.016524,0.0065246793,0.0051602973,-0.01722562,0.00374229,-0.012269995,0.0086589055,-0.0004472694,-0.000697754,-0.00978325,0.0056862757,-0.00074600405,0.010724051,0.0013722039,0.007747369,0.0055927304,-0.006031459,-0.007935471,-0.009387237,0.005773229,0.009254307,0.013400955,-0.0056256563,-0.0048201224,0.0015383775,0.013019586,0.002004837,-0.0062340954,0.004963084,0.011116871,-0.009068871,-0.00041629304,-0.013516942,-0.01016876,0.005711386,0.0018509114,0.015973574,-0.013072621,-0.0023227334,0.0043838485,0.006733626,0.00078859506,-0.009362727,0.018883817,-0.0045269374,0.010238683,-0.007837477,-0.0019337492
0.583,-0.020951897,-0.010538523,-0.0049356795,-0.013270842,-0.022491364,-0.0149871325,0.0037069453,-0.014601482,0.016884726,0.008280078,-0.017816471,-0.0039344765,0.01465043,-0.017903438,0.02751916,0.021657333,-0.005671052,-0.00028705026,0.0006656833,-0.01673816,-0.017852437,-0.0023619328,0.0030960306,0.011842298,0.029353239,-0.0071369153,-0.016726108,-0.0073754843,0.01942173,-0.0034375885,0.010952866,0.012475421,-0.016583087,0.00992907,-0.012115279,0.013848288,0.023179248,0.0011397343,0.027327152,-0.018774716,-0.004646593,-0.008475231,-0.0071480884,0.0011868626,-0.014094709,-0.012960692,0.005793891,0.027921867,0.005229222,0.017919125
0.396,-0.04309762,-0.033232715,0.0056748344,-0.0070852414,-0.030039227,-0.029744718,-0.0048178253,-0.025691772,0.01865808,0.029791657,-0.008786792,-0.010344222,0.026665566,-0.013561888,0.04638503,0.032967478,-0.02551675,0.009135642,-0.0028215142,-0.03240788,-0.030856544,0.00068723713,0.029318556,0.042024937,0.046590976,-0.0089681465,-0.03113114,-0.008238743,0.019695472,0.002267809,0.019007102,0.0315551,-0.02715015,0.033317536,-0.024876451,0.001568243,0.037726223,-0.03440815,0.037447166,-0.037833665,-0.020062754,-0.003699683,-0.009246155,0.0068759746,-0.02449732,-0.028543409,-0.008071471,0.03569414,0.027726974,0.02126315
0.521,-0.03020458,-0.017869744,0.006520491,-0.0049928697,-0.022200067,-0.019370124,0.007407786,-0.017970841,0.013057328,0.022986108,-0.010230368,-0.010833242,0.02022906,-0.012023143,0.040657472,0.028533395,-0.015966,-0.001097923,0.0016119156,-0.021616643,-0.021410426,-0.0018108947,0.020459123,0.034259953,0.03501668,-0.008972127,-0.02079996,-0.011627967,0.007879101,0.004479889,0.009775657,0.024897879,-0.018949037,0.025519177,-0.018270269,0.0059054503,0.031520445,-0.024233434,0.03326928,-0.02866413,-0.008272018,-0.008560708,-0.0011288478,0.0023972697,-0.015801778,-0.018920574,-0.0022552656,0.024803499,0.01820139,0.0174819
0.396,-0.021991625,-0.012550736,0.0017057748,0.00043778145,-0.01926593,-0.027561676,0.008961681,-0.020399475,0.01698943,0.010950993,-0.0079336,-0.0037584738,0.020701535,-0.01176097,0.031156529,0.02559421,-0.0073258886,0.007855203,-0.008988387,-0.015936004,-0.012394484,-0.0057567707,0.009048647,0.016325086,0.021560023,-0.008166812,-0.01758658,0.0041151377,0.0060155913,-0.0024093203,0.008263019,0.010580733,-0.0115806395,0.011485027,-0.018837905,0.010494581,0.015987884,-0.011419611,0.023639927,-0.018203292,-0.002514685,-0.0039987206,-0.011516485,-0.007046553,-0.017885942,-0.013680605,-0.00070204877,0.022984833,0.011759009,0.013876438
0.75,-0.020746145,-0.004708751,0.00046732108,-0.01237001,-0.027788835,-0.018873598,0.0069722766,-0.017157415,0.0145515045,0.0032066763,-0.017824221,-0.017473785,0.022150764,-0.01814587,0.030345071,0.030090313,-0.0018233816,0.003283159,-0.0038897858,-0.0142717585,-0.020269394,-0.011022836,0.0062848995,0.026815573,0.032486856,-0.015788302,-0.009349736,0.0005309603,0.025112128,0.00047274632,0.012772492,0.006184957,-0.013812602,0.01603569,-0.015159676,0.010499723,0.029604865,-0.0081257615,0.032847367,-0.022403747,-0.004341239,-0.0108559895,0.0007939183,-0.0034789147,-0.02376923,-0.020378072,0.0027509467,0.026415369,0.0011433748,0.022029301
0.292,-0.03838605,-0.031424765,0.0052710515,-0.0073568006,-0.029919676,-0.027371276,-0.0022720895,-0.024646604,0.019081343,0.026092999,-0.007423784,-0.011119732,0.029417723,-0.013870224,0.044750646,0.032748546,-0.02369221,0.0071239923,-0.0070123523,-0.029565,-0.026504941,0.00042707915,0.024907187,0.03711776,0.038194597,-0.005773782,-0.027554136,-0.009149198,0.019703932,-0.0018516361,0.018719884,0.025806254,-0.022844765,0.029222324,-0.02080413,0.0022257955,0.03559897,-0.03378134,0.033968657,-0.031705298,-0.017915761,-0.0042809215,-0.0070264433,0.0026053034,-0.024816835,-0.029559184,-0.008773708,0.030055694,0.024019592,0.01617057
0.74,-0.01893076,0.004850212,-0.004215253,-0.017662186,-0.011640787,-0.009361852,0.021280816,-0.0053415583,0.0013397419,0.001463965,-0.013637897,-0.009791916,0.02068095,-0.025752284,0.025231117,0.020979833,0.0022540211,-0.010291218,0.003575447,-0.001133023,-0.0031713236,-0.0129078,-0.0074537755,0.010393869,0.024758061,-0.011362646,-0.0014556466,0.0019016229,0.01727679,0.0019571926,0.014002101,-0.0019092353,-0.014923165,0.029179953,-0.013910369,0.015966699,0.016067447,0.003596603,0.024535576,-0.02794625,0.008248268,-0.01215088,0.0018167294,-0.002433172,-0.01864789,-0.012550764,0.009894439,0.020682842,-0.008629225,0.029665284
0.375,-0.02401342,-0.02116568,0.0003771314,0.0012037499,-0.016476866,-0.022447556,0.0037166115,-0.015203119,0.011891044,0.026016243,-0.005950273,-0.00359991,0.01700184,-0.0073325476,0.031555418,0.019109992,-0.02171713,0.011652739,-5.5150944e-05,-0.016498113,-0.010626848,0.0016366967,0.020237114,0.020650888,0.028097799,0.005094924,-0.023575217,-0.003396301,0.0022482336,-0.0087405555,0.009394613,0.013893215,-0.018909926,0.018188069,-0.012399257,0.0015421235,0.025657278,-0.018924333,0.018444005,-0.023604088,-0.011400482,-0.0013089627,-0.00431477,0.001309203,-0.012701681,-0.019225882,-0.0035641785,0.029505579,0.009528315,0.012379989
0.454,-0.030548772,-0.02403543,0.00037662097,-0.005668722,-0.02341595,-0.024996936,-0.0036253526,-0.016384905,0.012516361,0.01707098,-0.0055061835,-0.007097681,0.01999539,-0.013431646,0.038082533,0.024340542,-0.019454088,0.0074265148,-0.0055986773,-0.023085926,-0.016305199,0.0025229703,0.017655296,0.031573243,0.031212319,-0.005366207,-0.020579398,-0.007943286,0.01542513,-0.0018649269,0.014420478,0.014241517,-0.02036584,0.020578299,-0.017175943,0.006901291,0.02549159,-0.021283677,0.027660348,-0.024447693,-0.018659119,-0.0016212688,-0.005518198,0.0035695126,-0.014491892,-0.018648691,-0.004812765,0.021327808,0.017649218,0.0059321257
0.66,-0.01762766,0.009250946,-0.0013375701,-0.0018713999,-0.01471625,-0.022515565,0.008016146,-0.011914142,0.016261693,0.0039513065,-0.019060131,-0.0096337795,0.019173227,-0.008836345,0.01645122,0.01958789,0.0015413096,-0.0059128096,-0.007852771,-0.011124323,-0.0027239276,-0.009532566,-0.0024839959,0.008943504,0.012811651,-0.005347534,-0.008245437,-0.002248112,0.005163886,0.0017451113,0.010005256,-0.0026605306,-0.007927991,0.009643612,-0.01695067,0.00314808,0.015379959,0.003142844,0.017810522,-0.01046058,-0.0011516322,-0.0023293993,-0.00028730056,0.00070633506,-0.014575421,-0.0070144073,0.0055759232,0.023381889,-0.0036561952,0.006331414
0.562,-0.013648818,0.00054607703,0.00089250423,-0.008308833,-0.01676596,-0.013592583,0.0011585085,-0.003682895,0.0075872783,9.9346275e-05,-0.010000303,-0.0053203315,0.01504504,-0.008442107,0.022075128,0.017072955,-0.0041246554,0.0020265714,-0.0020335568,-0.0027081473,0.0018450437,-0.009603542,0.006481733,0.010887912,0.014799115,-0.010853296,-0.009899998,0.00085179426,0.012652417,-0.00067985,0.007102521,-0.004298077,-0.014915737,0.0077470588,-0.0021753893,0.0075148344,0.014358424,-0.000585899,0.024821624,-0.01809962,0.000833819,-0.0017060839,-0.0053846245,-0.002052174,-0.013397604,-0.008376858,-0.00025208195,0.010446228,0.0022667386,0.015491658
0.667,-0.018972803,-0.0019016267,0.0005145896,-0.008458878,-0.021180194,-0.012432451,0.006075101,-0.013257337,0.004929646,-0.0017027071,-0.015786862,-0.00407344,0.020102762,-0.010039079,0.02819333,0.02901711,0.00093667686,-0.0010718463,-0.0016556159,-0.0081478115,-0.0021662295,-0.0058929427,0.0038625714,0.021530835,0.021263147,-0.016640093,-0.013563193,0.0018644358,0.018651176,-0.004419455,0.012669683,0.00389735,-0.021562617,0.016910372,-0.011964857,0.003341312,0.028028136,-0.005941383,0.026266092,-0.01980569,0.004587656,-0.0079140235,-0.009753007,0.00046209423,-0.022333208,-0.015842983,0.005724053,0.029441027,0.003432419,0.029411452
0.271,-0.03643326,-0.029251356,0.0080943955,-0.0022941488,-0.027795758,-0.02590651,-0.006847474,-0.020996973,0.022392642,0.02443818,-0.006244967,-0.00969181,0.020138852,-0.010453499,0.044358335,0.031171449,-0.02262862,0.008691243,-0.00870347,-0.02771767,-0.024648145,0.0030417868,0.022837078,0.03881345,0.036202777,-0.0019962254,-0.02995706,-0.0064310594,0.019481892,0.0006774192,0.018430239,0.026648672,-0.022933569,0.031988196,-0.0215528,-0.0024827954,0.03336842,-0.033607814,0.03813438,-0.029374832,-0.021372577,-0.0071906033,-0.00999809,0.0031204482,-0.021982264,-0.022385962,-0.005437942,0.034128442,0.02396198,0.017055385
0.865,-0.036922403,-0.025793636,0.00469031,-0.009976397,-0.028863113,-0.02338141,0.0005990076,-0.022358684,0.017384876,0.019612864,-0.012471177,-0.013031309,0.022804039,-0.018908093,0.04588176,0.034276493,-0.016245442,0.0020791236,-0.0002281717,-0.024065742,-0.025372578,0.00014514173,0.015290827,0.03562644,0.043150514,-0.012294792,-0.024443319,-0.009406292,0.021712467,0.0012968234,0.019597381,0.02109898,-0.028696526,0.030878656,-0.019313563,0.007080042,0.03581555,-0.018017394,0.03692437,-0.041869532,-0.01026719,-0.005675437,-0.0047599524,0.004536939,-0.023735348,-0.023329144,0.0010453102,0.03575429,0.016475484,0.025323994
0.896,-0.009916935,0.011825938,-0.014625334,-0.012825672,-0.012707128,-0.014874574,0.02589494,-0.010620851,-0.00016651943,-0.009729343,-0.026252257,-0.007552871,0.01831859,-0.02533759,0.020268174,0.01898306,0.016512752,-0.007858385,-0.012430478,-0.0018024103,-0.0049333535,-0.004730512,-0.012028704,0.00569759,0.027143467,-0.021757007,-0.010119734,0.0036436655,0.02004795,-0.0030468025,0.0059901243,-0.00029780233,-0.01872629,0.025775483,-0.014269268,0.019980628,0.017086376,0.01143103,0.032290433,-0.012405241,0.01466133,-0.01846129,0.00059117645,-0.0027379836,-0.022973355,-0.0062229005,0.013980993,0.01211467,-0.019373814,0.016818063
0.146,-0.038880114,-0.035371162,0.010314249,-0.0056902505,-0.030526295,-0.02685869,-0.008243821,-0.02339781,0.02098042,0.026373751,-0.0034890189,-0.011951391,0.02723486,-0.011742958,0.04184802,0.029406969,-0.025902947,0.0103930505,-0.004109606,-0.02956175,-0.027656756,0.0038327132,0.030528894,0.036500167,0.03793687,-0.0030297795,-0.02905146,-0.0068030143,0.020672547,0.0025662384,0.014316031,0.029050376,-0.024748705,0.027870636,-0.017341938,0.0009677175,0.03357167,-0.03484017,0.034355372,-0.033846658,-0.018555947,-0.0013457731,-0.0063105547,0.0031011165,-0.020091288,-0.0271263,-0.013096326,0.032431,0.027745014,0.013263804
0.875,-0.020924779,-0.0084995795,-0.006314758,-0.016940145,-0.029616736,-0.019073255,0.0092236465,-0.013180085,0.0050476324,0.010557105,-0.020305023,-0.018944979,0.029509174,-0.018385036,0.03921624,0.030012108,-0.008057438,-0.0018556516,-0.0024102707,-0.013813777,-0.014504598,-0.00922403,0.009962689,0.017381812,0.031894635,-0.02533633,-0.016967388,-0.009431522,0.026316436,0.0041221404,0.015203903,0.0021623939,-0.017198876,0.022341292,-0.014654286,0.009812092,0.032422647,-0.009009733,0.027546873,-0.03025895,-0.003453218,-0.009214901,-0.0035731888,-0.0010683879,-0.01897299,-0.023790397,0.010287399,0.029032653,0.008841973,0.028674968
0.646,-0.032345198,-0.023648271,0.00645278,-0.010328175,-0.024832498,-0.022566058,-0.0060951286,-0.019566799,0.018244816,0.02068564,-0.008161919,-0.011402632,0.020317407,-0.010039256,0.038918003,0.030547716,-0.02032344,0.0043508545,0.0006997505,-0.020541077,-0.027088221,0.0045575798,0.021861043,0.03519795,0.037481397,-0.011485845,-0.027058855,-0.008979094,0.023223218,0.00034276478,0.017931469,0.02686508,-0.024215981,0.026093723,-0.02139077,0.0010760234,0.03248981,-0.025181793,0.037426963,-0.032015815,-0.013172637,-0.007129729,-0.0055443277,0.004765864,-0.019640476,-0.022323437,-0.0026309437,0.031676028,0.0195685,0.020538375
0.792,-0.02071964,-0.008461307,-0.0037547988,-0.007901149,-0.01754804,-0.019005677,0.008919953,-0.018091394,0.0021187167,0.013255418,-0.019721035,-0.013056713,0.024007004,-0.016904272,0.034457035,0.02574572,-0.009120433,-0.0051528104,-0.0013399187,-0.012234526,-0.0152568,-0.0064072898,0.008349913,0.019134173,0.019387847,-0.008786954,-0.01561132,-0.0063889124,0.016270725,0.00086343463,0.0038382744,0.004210531,-0.010117218,0.023741785,-0.0073241624,0.0010927387,0.016227223,-0.009265578,0.02708588,-0.01993202,-0.0051541165,-0.0089425165,-0.0015304743,0.006243674,-0.016869346,-0.024415085,0.0005764065,0.021492464,0.013406699,0.018947618
0.562,-0.020645257,-0.020491466,0.0049586664,-0.007973755,-0.014793228,-0.01719236,0.001978299,-0.016102048,0.013221145,0.015975574,-0.0030637612,-0.012924311,0.019880109,-0.0033681816,0.029604042,0.024424983,-0.01161861,-0.0026230766,-0.005713419,-0.020043887,-0.021795454,0.0011908092,0.013323552,0.02617242,0.02369001,-0.0031086237,-0.02078189,-0.010233321,0.013153204,0.00020728688,0.013264437,0.01891346,-0.016222721,0.01740095,-0.014042895,0.0008486025,0.022965154,-0.020063078,0.030527841,-0.02002107,-0.010352237,-0.003532332,0.001294195,0.0026014072,-0.01735714,-0.013327969,0.003765173,0.018906103,0.015972735,0.011316481
0.646,-0.025246046,-0.006578688,0.00159125,-0.007894294,-0.021927109,-0.020306753,0.006982291,-0.012711738,0.007943392,0.011279944,-0.012602321,-0.007267468,0.016743047,-0.0160832,0.03282284,0.021760965,-0.005651558,0.0033187307,-0.00395434,-0.012819667,-0.009495207,-0.0042621773,0.009342654,0.022641804,0.027677154,-0.0057045636,-0.012490018,0.0046929605,0.020462655,0.0014649279,0.0048089414,0.0050491467,-0.012244765,0.024646714,-0.016801722,0.0072202296,0.027733361,-0.010081311,0.029599309,-0.02500166,-0.00611734,-0.0058367834,-0.012479933,-0.0007788131,-0.021644177,-0.0118551245,0.0011382621,0.026523432,-0.0027662506,0.016319595
0.562,-0.026850138,-0.020996248,0.0065474487,-0.0028986745,-0.027212722,-0.02239871,0.0017261464,-0.021961473,0.019441033,0.016174303,-0.013678538,-0.005628071,0.020372706,-0.0102096675,0.035537623,0.022636438,-0.018611694,0.009121225,-0.004677737,-0.02407573,-0.019257901,0.0015876841,0.0211877,0.028245406,0.032591604,-0.0076701,-0.018410265,-0.005314825,0.019014025,-0.0018695586,0.014940709,0.026471734,-0.020663176,0.02617618,-0.014840427,0.0014339546,0.030553577,-0.01721513,0.028565338,-0.02814159,-0.01435151,-0.0044941097,-0.005830921,0.002541746,-0.022505222,-0.016172554,-0.007458802,0.03196394,0.017390076,0.012162184
0.508,-0.03404947,-0.026401524,0.004529243,-0.00510292,-0.020942617,-0.023316056,-0.0025686114,-0.020709122,0.018857948,0.02119467,-0.004401896,-0.0034863749,0.020393847,-0.013322175,0.038928688,0.031989913,-0.01381893,0.006530057,-0.002171661,-0.020217026,-0.02584153,0.00390852,0.020935465,0.027295226,0.03422753,-0.008565803,-0.025895024,-0.0044666473,0.02055656,-0.00015023735,0.017267717,0.023494223,-0.019659441,0.026861893,-0.022350632,0.0041777194,0.03309448,-0.02566565,0.031115646,-0.03317179,-0.012456913,-0.0039102486,-0.005104989,0.0052805953,-0.023794563,-0.023221554,-0.002651882,0.031506285,0.02115881,0.018056571
0.854,-0.030737557,-0.02301703,0.0019630415,-0.018585004,-0.034070145,-0.019535238,0.0015303119,-0.021345194,0.008431964,0.021671657,-0.015080828,-0.015255263,0.025375485,-0.017172588,0.045809068,0.031757824,-0.019064639,0.002745915,0.00084216427,-0.023718204,-0.032620158,-0.0028684728,0.02160182,0.03853354,0.038747318,-0.011102721,-0.024390426,-0.010841839,0.022867056,0.004811059,0.018171448,0.025055913,-0.027263856,0.031476058,-0.018685564,0.0049216,0.0338778,-0.02632244,0.039134346,-0.03426651,-0.0120778475,-0.009321619,-0.004448145,0.0118067125,-0.0227894,-0.027749456,-0.00018965224,0.038635775,0.015856473,0.019010086
0.491,-0.017660363,-0.0073885913,0.00026513025,-0.01572083,-0.021821601,-0.01797913,0.0051362556,-0.014100639,0.0073492206,0.0072318166,-0.01743661,-0.008667254,0.021170644,-0.013706553,0.023405164,0.020450618,-0.0034212722,0.0037010424,-0.0062730494,-0.017070105,-0.008888184,-0.004691272,-0.00032454496,0.015082477,0.028632214,-0.014293186,-0.017051885,0.00059616874,0.011622912,0.00042348693,0.012710097,-0.006403909,-0.005380514,0.011457248,-0.016083388,0.0132419495,0.013332819,-0.0047958535,0.021750236,-0.020519156,-0.004188921,-0.0061451043,-0.00068361673,-0.0060563404,-0.017821439,-0.0053169318,-0.0020506876,0.016906692,-0.002072965,0.009293914
0.542,-0.007634122,0.004491676,-0.011966683,-0.010901055,-0.0013414513,-0.011020673,0.011154218,-0.01149411,0.009566577,0.008120778,-0.014335311,-0.018190138,0.012547794,-0.0019967402,0.024814308,0.015996719,-0.00078000093,-0.007097128,-0.0018983564,0.00025011622,-0.010405535,-0.009559996,-0.0016652788,0.016686609,0.011682391,-0.0036122592,-0.01315569,-0.011796937,0.012133797,-0.0057695685,0.012361741,0.0014100967,-0.01452626,0.012283242,-0.014827523,0.008742717,0.012338628,-0.0013493291,0.026478173,-0.011887541,-0.00088269595,-0.009778164,-0.004073063,-0.00094513316,-0.018664673,-0.0061800582,0.0071774228,0.026490802,-0.0018694897,0.02214193
0.562,-0.016122755,-0.0077970806,-0.0013966168,-0.009274587,-0.021910492,-0.019878155,0.001839648,-0.010600399,0.0016203639,0.0029453207,-0.00901785,-0.0046690693,0.020952152,-0.01382285,0.022279417,0.023471909,3.2481505e-05,-0.004712281,-0.008518154,-0.0067635076,-0.016733116,-0.0033002167,0.0035245214,0.012821963,0.022174023,-0.0017938972,-0.019212717,-0.0016523497,0.018969819,-0.008479702,0.007891471,0.007518471,-0.014311613,0.02533105,-0.010783289,0.008641619,0.018121595,-0.0036620959,0.028576938,-0.018417392,-0.0075929607,-0.007853228,-0.0065257587,0.0027810647,-0.01734441,-0.026234154,0.006407157,0.023944726,0.008731146,0.014743912
0.625,-0.023727162,0.0042219847,0.0008059033,-0.008769358,-0.013309701,-0.016612422,0.01439942,-0.0131997205,0.009493667,0.00042250322,-0.016852211,-0.005668466,0.021380436,-0.022954501,0.02612139,0.02245764,0.002572203,0.0077461964,-0.0072518475,-0.009055672,-0.015184542,-0.011154741,0.007248459,0.012588566,0.021723209,-0.007874736,-0.0019483226,0.0010805342,0.009990225,-0.012587967,0.013768469,0.0020951945,-0.0088513605,0.02286861,-0.016430927,0.0068717985,0.023500104,-0.009716403,0.022679986,-0.015438554,-0.010381486,-0.01568555,-0.0113016,-0.0002674799,-0.013985549,-0.01684891,0.0012513534,0.025113411,-0.004710627,0.017779784
0.479,-0.023372434,-0.014582823,0.0019550873,-0.0044233394,-0.024221417,-0.022936277,0.0034618974,-0.011385153,0.005423315,0.0068545695,-0.0090667205,-0.0023591442,0.014210736,-0.011633837,0.029400675,0.02268958,-0.0054319277,0.008802267,-0.0032633026,-0.013620449,-0.008328218,0.0012946519,0.016145427,0.01570625,0.02400157,-0.0038107,-0.018938934,-0.0032227174,0.012969673,0.0033857324,0.0023263707,0.015108315,-0.018058464,0.022236526,-0.013484925,0.00027584576,0.020855764,-0.012999834,0.0196432,-0.027456427,-0.007880671,-0.0073936447,-0.0013897261,-0.0014830355,-0.005744994,-0.0090882,0.0008157415,0.01665942,0.0075920434,0.014924611
0.521,-0.015197661,-0.003149289,0.008197654,-0.004753741,-0.010781539,-0.0110842185,0.008999847,-0.0053359848,0.007184774,-0.00034657042,-0.011919876,-0.0051825233,0.010203191,-0.016738243,0.020597031,0.01584839,-0.007225515,0.0023637041,-0.011375843,-0.010665651,-0.0008875042,0.0033344575,-0.0013417588,0.00622346,0.012031631,3.9162114e-05,-0.0012650013,0.005989452,0.013132374,0.00074811064,0.003516769,0.00802259,-0.002749648,0.008947952,-0.010618835,0.006212926,0.01961377,-0.008889907,0.0137938475,-0.01754891,-0.0017831951,0.0002597475,-0.0035469357,-0.0024588048,-0.007729598,-0.008596814,0.0015966885,0.022661492,-0.010369825,0.010430194
0.292,-0.028365744,-0.024359524,0.0070361844,-0.003228622,-0.021917742,-0.024600545,0.0030586522,-0.020905837,0.017394077,0.021258246,-0.009226456,-0.0064795176,0.020558646,-0.0085523045,0.038889863,0.021473233,-0.019132435,0.0057639033,-0.004257247,-0.018192519,-0.019285748,0.0012266332,0.019244598,0.037016284,0.03711628,-0.0043243202,-0.01798893,5.9714657e-05,0.0131518105,0.0025105998,0.017051311,0.024075352,-0.017805114,0.022543022,-0.022941498,0.0051424457,0.03495096,-0.02225732,0.026952228,-0.02860244,-0.0134122595,-0.0069128084,-0.0074344273,0.008754941,-0.020414067,-0.024209786,0.00045809775,0.027859826,0.017408203,0.011833252
0.208,-0.024044558,-0.022626108,0.010623097,0.00028209464,-0.008902081,-0.02034993,-0.004076927,-0.015024616,0.012774614,0.017285474,-0.0011171885,0.0003708469,0.009337218,-0.013807059,0.021951044,0.0111716855,-0.013400735,0.005866988,-0.008220011,-0.01670012,-0.017830268,0.0009187846,0.024255898,0.023451036,0.020311488,0.007185323,-0.01319029,-0.006065318,0.008962145,-0.011545913,0.01088594,0.016428355,-0.015914751,0.013924517,-0.0025043865,-0.0097566545,0.019771548,-0.024787767,0.022293096,-0.018231273,-0.019656237,0.001724778,-0.0067714015,0.00045555353,-0.007021446,-0.0094049135,-0.012124822,0.018178152,0.016252115,0.0092345895
