Unnamed: 0,count,hate_speech,offensive_language,neither,class,Tweet,anger_gpt_score
780,3,0,0,3,2,#RuinAComedian @midnight Charlie Lapdance,0.45
781,3,0,3,0,1,#RuinADessert @midnight Fairy Queen. nomg&gt; I fucked #Obama panties again...............,0.9
782,3,0,2,1,1,#Shoutout to everybody that follow a nicca!!,0.2
783,3,0,2,1,1,#Shoutout to my #Exit47 niccas! #Salute,0.1
784,3,0,2,1,1,#Shoutout to my #MackTown niccas!,0.25
786,3,0,3,0,1,#Shoutout to my exit 47 niccas! #RealNiccaSalute,0.2
787,3,0,3,0,1,#SignsOfCockBlockin ----&gt;RT @tribexyunglion: Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs,0.8
788,3,0,1,2,2,#Skating is for trash.,0.8
789,3,2,1,0,0,"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",0.95
790,3,2,1,0,0,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,0.95
791,3,3,0,0,0,#SouthCarolina is full of white trash,0.8
792,3,0,3,0,1,#SplashGang on you pussy n%a'z ay @Benny_Balboa i tried to tell n%a'z!!!,0.7
794,3,0,0,3,2,#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,0.5
795,3,0,0,3,2,#TBT love you forever ling ling &#128115;&#128114;&#128152; @brittneycordova http://t.co/KEcfNjyrwE,0.0
796,3,0,1,2,2,#THEBOONDOCKS at 10:30 my nicca!,0.2
797,3,0,0,3,2,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal,0.4
798,3,0,3,0,1,#That son of a bitch moment when you finally get in bed and your bladder decides its time to piss,0.7
799,3,0,2,1,1,#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song,0.6
800,3,0,3,0,1,#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,0.5
801,3,0,3,0,1,#ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch,0.8
802,3,0,3,0,1,#TheMostAnnoyingThingsInLife people who are NEVER happy and bitch-n-moan 100% of the time.,0.8
803,3,2,1,0,0,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,0.8
804,3,0,3,0,1,#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin,0.9
805,6,0,6,0,1,#TjohnGang&#128520; lil bitch follow me ! http://t.co/sd8UhT4DNY,0.7
806,3,0,3,0,1,#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.,0.8
807,3,2,1,0,0,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",0.8
808,3,2,1,0,0,"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",1.0
809,3,0,3,0,1,"#TweetLikeYourBestfriend ""I made out with 3 bitches!"" @lilkrebs",0.85
810,6,0,4,2,1,#UMightNotGetIn &#128514;&#128514;&#128514; fucc nicca #BeerandTacOS #WeTheLastOnesLeft http://t.co/45FV79CV0z,0.2
811,3,3,0,0,0,"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot",0.8
812,3,2,1,0,0,#Virginia is full of white trash.,0.7
814,9,1,0,8,2,#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,0.82
815,3,2,1,0,0,#WestVirginia is full of white trash.,0.8
816,3,0,0,3,2,#WhatImCraving Peanut Butter Oreos &lt;3,0.2
818,3,0,3,0,1,#WhatWouldYouChangeAboutYourPast the hoes I wasted time with,0.8
819,3,0,3,0,1,#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10,0.8
820,3,0,0,3,2,#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!,0.8
821,3,0,0,3,2,#Yankees,0.15
822,3,0,0,3,2,#Yankees #FireCashman I don't want Arod back.,0.7
823,3,0,0,3,2,#Yankees #Jeter Let him play the entire inning. That's fitting.,0.3
824,3,0,0,3,2,#Yankees #SEC Robertson in. Guy is fantastic. SEC pitcher!!,0.0
825,3,0,0,3,2,"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http://t.co/hIJJAUKtJN",0.0
826,3,0,0,3,2,#Yankees 6-0. Nine straight hits. Price... Not your night.,0.2
827,3,1,0,2,2,#Yankees Damn you DirectTv blackout the Yankee game. With a freaking WALK OFF! You're killing me satellite douche.,0.75
828,3,0,0,3,2,#Yankees Damn. Well Joe that move to the bullpen really helped.,0.3
829,3,0,0,3,2,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!,0.2
830,3,0,0,3,2,#Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength.. Hmm now 40 HR hitter. Won't say the S word.,0.3
831,3,0,0,3,2,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.,0.95
832,3,0,0,3,2,#Yankees Nice bounce back @Michael Kay. Gotta keep this going!,0.05
833,3,0,0,3,2,#Yankees Pineda needed that 6'7. Great play!,0.0
834,3,0,0,3,2,"#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time",0.0
835,3,0,0,3,2,#Yankees got beaten by a thug,0.6
836,3,0,0,3,2,"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB",0.1
837,3,0,0,3,2,#Yankees wasted Nu&#241;ez's season #rays #mlb,0.6
838,3,0,3,0,1,"#YesWeDid .......start building #windturbines SO FUCKIN"" BIG they can kill a whole flock of birds in one go&gt;",0.9
839,3,0,3,0,1,#YesWeDid .....tattoo our bitches to corrupt as many men as possible to #Egypt and being a #cattle #prod #vote&gt;,0.9
840,3,1,2,0,1,#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa,0.8
841,3,0,3,0,1,#agreed &#58399;&#58399; RT @oliviaMrose: There are a few badd ones but idk..mixxed bitches is really where its at tho,0.6
842,3,0,3,0,1,"#anywere &#8220;@TheCooleyShow: LA = palm trees and great weather 
Any were else = horrible weather and no bitches&#8221;",0.75
843,3,0,3,0,1,#bad #ass #local #bitches,0.75
844,3,0,3,0,1,#boom bitches,0.8
845,3,0,2,1,1,#bslfe in this bitch #PullUp 40st and Washington space A-80 http://t.co/H2HV64h9wh,0.4
847,3,0,3,0,1,#creamteam leaving hoes w #cockbreath,0.89
848,3,0,0,3,2,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh,0.0
849,3,1,2,0,1,#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.9
850,3,2,0,1,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",0.85
851,3,3,0,0,0,#firefighter is a job for white trash,0.9
852,3,0,1,2,2,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.,0.8
853,3,0,0,3,2,#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http://t.co/l73hiK0IZ8,0.0
854,3,0,3,0,1,#honestyhour we don't love these hoes,0.85
855,3,0,3,0,1,#honeybadger bitch,0.7
856,3,0,0,3,2,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",0.0
857,3,0,3,0,1,#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.,0.6
858,3,0,3,0,1,"#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5"" good thing sable paintbrushes&#8230; http://t.co/4gYBEI5Mkl",0.0
859,3,0,0,3,2,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!,0.25
860,3,0,0,3,2,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,0.1
861,6,0,6,0,1,#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS,0.8
862,3,0,3,0,1,"#longhair don't care got my #gayboyproblems everywhere, I'm a #bitch I'm a #champ, I'm totally full of&#8230; http://t.co/Qia88qGmWh",0.5
863,3,0,1,2,2,"#metal only, honkies!",0.6
864,3,2,0,1,0,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,0.6
866,3,0,2,1,1,#morningjoe prove him wrong righties! Liberals use facts cons use emotions to make decisions. Facts be damned should be the teabagger motto,0.85
867,3,0,0,3,2,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3,0.0
868,3,0,0,3,2,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7,0.0
869,3,0,0,3,2,#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs,0.0
870,3,0,2,1,1,#nationaldoughnutday bitch GET AT ME &#127849; http://t.co/5FJForyY2e,0.6
871,3,0,3,0,1,#nowplaying witcha bitch pussy pussy inda hood ona sofa.wit plastic on it,0.8
872,3,0,0,3,2,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC,0.0
873,3,0,3,0,1,#oomf can get it but I'm chilling till da bitch hit me up,0.5
874,3,0,3,0,1,#pause but niggas is bitches tho RT @CornerBoyP: Boy niggaz b so bitch made u cud kiss em n da mouth!!,0.75
875,3,0,0,3,2,#philhughes @Yankees #nyy better then UR whole team,0.8
876,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Anal gaping tranny play panty nylon part http://t.co/35oTesnwmx",0.8
877,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch http://t.co/3XNeG5mnRk",0.9
878,3,1,2,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked http://t.co/80aRX0QJxz",0.9
879,3,1,2,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding http://t.co/lRuEixMy21",0.95
880,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BBW | Brazilian BBW Babe Drilled in pussy and ass http://t.co/Z7ksrFpmz9",1.0
881,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Babe | ebony babe pussy http://t.co/3MxBXeZqxR",0.9
882,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Beach | Caught a girl rubbing her pussy in nude beach http://t.co/h8lGiTFYie",1.0
883,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BigTits | Cute preggie slut big tits plays with swollen pussy http://t.co/iTCpEBCem4",1.0
884,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Close Up | Another pussy close up http://t.co/hBjDGvENXa",0.8
885,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole http://t.co/bKYeoUwWv2",1.0
886,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | amateur pussy player milf close up http://t.co/2uHL7dhHu1",0.95
887,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | cumshot on beauty pussy closeup http://t.co/UonsdrAuV0",1.0
888,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | pussy fuck close up http://t.co/0dvaZWLq2q",1.0
889,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CreamPie | Young Japanese girl&#8217;s hairy cunt cre http://t.co/l46q7MoGGr",0.98
890,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un http://t.co/OrP642PomF",1.0
891,3,0,1,2,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http://t.co/XxcdQvzI9t",0.95
892,3,0,1,2,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http://t.co/cOfGRtW9br",0.9
893,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Ebony | ebony texas bbw with big deep pussy http://t.co/dBbxsoW8M2",0.9
894,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking http://t.co/8HkC56j7c9",1.0
895,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized http://t.co/Kd9nU3tmWz",0.8
896,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Dude fists his wife&#8217;s big pussy http://t.co/snFAf5Uxxb",0.95
897,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | More lovely sounds of fisting a loose pussy http://t.co/1PMAGSPkud",0.9
898,3,0,2,1,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Whipped Cream Fisting http://t.co/b4JCMCtEwq",0.95
899,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | 21 year old hairy pussy cumming on fingers http://t.co/KvgoxkN9vG",0.9
900,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy Florence shoves a dildo in her hairy red pussy http://t.co/4DM8Fpcb2d",1.0
901,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy pussy http://t.co/9DOIbSkT17",1.0
902,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | hairy pussy http://t.co/Ntg2b0qDmx",1.0
903,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HandJob | Hand job and cum on rubber pussy http://t.co/zGcnmR2kLA",1.0
904,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Amateur boy fucking bitch hiddencam http://t.co/Bt8C6qQCTd",0.9
905,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Candid pussy shots from a hidden c http://t.co/IKpJ0etz71",0.9
906,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Home made. My wife rubbing her pussy http://t.co/ldb9aFwVdM",0.9
907,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Using my submissive bitch outdoor. Home made amateur http://t.co/Fu6AggzHQd",0.99
908,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Italian | my baby pussy http://t.co/1O7AJdBjLc",1.0
909,3,1,2,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Pretty young Japanese girl&#8217;s hot cunt fucked &amp; c | http://t.co/wt5SSOF9rW",1.0
910,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Young Japanese girl&#8217;s hairy cunt creampied http://t.co/rg3PObaKKD",1.0
911,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Korean | korean girlfriend pussy http://t.co/Od1MQUudnN",0.8
912,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina chick gets her pussy pumped http://t.co/4dhwuI5ARd",1.0
913,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina mature Big pussy http://t.co/D4ICvCz1Bk",0.8
914,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina with tight pussy http://t.co/rDaOnqVr1H",0.9
915,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lesbian | Lesbian girl eating pussy http://t.co/Ht9szL3b24",1.0
916,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lingerie | Bitch in lingerie getting her wet cunt pounded http://t.co/Jp4r2vPyCb",0.9
917,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Masturbation | A very hot black tranny is mastu http://t.co/OfGGMLXQAj",0.9
918,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | Old bitch pleases hot-looking young stud http://t.co/aIDKdmztLn",0.95
919,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | german milf getting young and old cock in her pussy http://t.co/kXhzjwG4Ii",0.9
920,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #SmallTits | Small tits ghetto whore fucking with not her stepdad http://t.co/Ay6gRNTOUw",0.99
921,3,0,1,2,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Teen | Cutie lesbian teens toy slits http://t.co/ZS05enjjwm",0.85
923,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | Hairy Alicia Silver &amp; Tinslee Reagan hairy pussy &#65533; | http://t.co/ToljqdXEE3",0.98
924,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | homemade pussy eating &#8211; http://t.co/2yuIdrLN3k http://t.co/Z8GAiWlLye",1.0
925,3,0,0,3,2,#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it,0.1
926,3,0,3,0,1,"#real RT @ImTooMuch: RT @d_lac: RT @WeavusChrist: RT @Tone314: Don't tell me if my gf was a hoe before me, if I'm happy.",0.7
927,3,0,2,1,1,#realtalk if you a hoe an try to get serious with someone don't expect to be anything more then a piece of meat to them,0.8
928,3,0,1,2,2,#redneck tow truck. #johndeere #4455 #america https://t.co/iFInqwVRad,0.2
929,3,0,0,3,2,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!",0.4
930,3,0,1,2,2,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe,0.75
931,6,0,1,5,2,#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,0.6
932,3,0,3,0,1,#tbt me being a bad bitch http://t.co/Jc4bKbe8Vt,0.4
933,4,0,1,3,2,#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @outtapocketjuju http://t.co/2QJLJj6tK5,0.0
934,3,0,3,0,1,#tbt to when i used to be good at rapping...now ima bitch &#128542;&#128299; http://t.co/6RV4jiJpRD,0.8
935,3,0,0,3,2,#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ,0.2
936,3,1,0,2,2,"#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY.",0.85
937,3,0,3,0,1,#throwback to being bitches &amp; drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz,0.2
938,3,0,0,3,2,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,0.0
939,3,0,3,0,1,#truefriendtuesday my bitch @drrrruuuu http://t.co/7dSZ3vCySz,0.3
940,3,0,3,0,1,#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.,0.25
941,3,1,2,0,1,#ultimatepickupline bitch get naked. Works 10 times out of 10 if she's drunk :),0.85
942,3,0,1,2,2,#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,0.2
943,3,0,2,1,1,#vegas #bitch http://t.co/wbAqQ5vFpd,0.2
944,3,1,2,0,1,#wallofthewasatch bitch!,0.75
945,3,0,3,0,1,#wcw all the bad bitches &#128069;&#128166;,0.4
946,3,0,3,0,1,#wcw bitch &#128536;&#128514; @AutumnMaye http://t.co/7n5X9FyvIP,0.1
947,3,0,3,0,1,"#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy",0.4
948,3,0,3,0,1,#xfactorau sick of guys who sing like pussies. Where are the rock type men?,0.8
949,3,0,3,0,1,#youaremoreattractive if u a real bitch!,0.6
950,3,0,3,0,1,$100 bid to go on a date with Zack Morris oh that dreamy son of a bitch,0.1
951,3,0,3,0,1,"$3 bud Lites and $4 well shots at the bar tn, plus I'm giving away a trip to Las Vegas. So if you're not a cunt come visit me at Bourbon St",0.4
952,3,0,3,0,1,"$60 torch down the drain cause either I was to high and lost it or one of my ""niggas"" finessed that hoe fuckkkkk ittt",0.7
953,3,0,0,3,2,"&#127813;&#127813;&#127813; RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj&#8221;",0.0
954,3,0,3,0,1,&#127829;&#128049; RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5,0.9
955,3,0,3,0,1,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;",0.8
956,3,0,0,3,2,&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http://t.co/49KYwZnotU,0.1
957,3,0,3,0,1,&#127942; RT @UBoyRock17: Every bitch n my passenger seat I dun fucked at least one time,0.8
958,3,0,0,3,2,&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;,0.0
959,3,0,2,1,1,&#128034; dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.,0.99
960,3,0,3,0,1,&#128064; RT @Freegeezy17: This hoe got a school shirt on sucking dick &#128553;&#128553;&#128553;&#128553;&#128553;&#128553;,0.9
961,6,1,5,0,1,&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,0.6
962,3,1,2,0,1,&#128064; RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans,0.9
963,3,0,3,0,1,&#128064; bitches giving back rubs ?,0.3
964,3,1,2,0,1,&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,0.8
965,3,1,2,0,1,"&#128073; RT @OeauxMar: Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &#128514;&#128514;&#128514;&#128514; Yep Fucboy",0.6
966,6,0,6,0,1,&#128073; RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG,1.0
967,3,0,3,0,1,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fuck &#128540;&#128129;,0.8
968,3,1,2,0,1,&#128073; RT @_WSBG: I'd rather be called nigger than a uncle tom or a mark,0.8
969,3,0,3,0,1,&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,0.65
971,3,0,1,2,2,&#128075; hi-ho http://t.co/FiC4FnRutZ,0.0
973,3,0,3,0,1,&#128077;RT @kwagiheath: One'a y'all b!tches gon end up dead over a screen shot thinkn that sh!t funny...ain't too many niccas gon laugh at that b!,0.9
974,3,0,2,1,1,"&#128079; congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",0.85
975,3,0,3,0,1,&#128095;&#128095;&#128095;&#128095; got ur bitch tip toeing on my marble floors.......,0.6
976,3,1,2,0,1,"&#128114;&#128069;&#128166;&#128149; - &#128514;&#128557; omg just thinccin of you makes me laugh, we use to STAY talking shit in 3rd period, you cute, &amp; you my bitch &#9994;&#128514;&#128557;",0.3
977,3,0,3,0,1,&#128119;&#128119; you needa stop sucking dick hoe &#128514;&#128514;,1.0
978,3,0,3,0,1,"&#128128; RT @OGBEARD: ""OMG LIL B FOLLOWED ME YASSSS"" 

bitch he follow everybody shut yo ass up",0.8
979,3,0,2,1,1,&#128128;&#128128; RT @monique504Q: &#128557;&#128128; &#8220;@ByeKandace: hop off hoe. RT @KekePalmer: Come on @KSTiLLS!!! &#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#8221;,0.8
980,3,0,3,0,1,&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar,0.02
981,3,0,3,0,1,&#128131;&#128131; &amp; if you ain't a ho get up out my trap hooouseee.,0.75
982,3,0,3,0,1,&#128139;&#128175; - ugh bitch I love you &amp; that A S S &#128553; your just simply FLAWLESS &#128149; I remember when you cute a peice of your hair hella short &#128514;,0.3
983,3,0,3,0,1,"&#128149;&#128149;&#128149; pussy ride dick like she a Jamaican / \ / &#128167;\ 
. */. &#127796; |. &#165;~ ! &#127796;. | &gt; \ 
&#128043; $. / &#127806;\ ; &#128043; ) &amp;&#128043;*",0.9
984,3,0,3,0,1,&#128165;&#128162; on the pussy http://t.co/mWXQnjm4So,0.5
985,3,0,3,0,1,&#128175; RT @DammitHamm_: Loyal pussy .,0.9
986,3,0,3,0,1,&#128175; my bitch &#128079;&#128523;,0.8
987,3,0,3,0,1,&#128347; is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !,0.9
988,3,2,1,0,0,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,0.9125
989,3,0,3,0,1,"&#128514; Gucci b having me on my rude shit&#8220;@AmazinNaNa: Lol that's not nice ""@SMCo71: "" that bitch aint worth a quarter """"&#8221;",0.1
990,3,1,2,0,1,&#128514; RT @LaShana_Sinead: Mimi too old to be covering her titties during sex&#128514;&#128514;&#128514; bitch you childish,0.3
991,3,2,1,0,0,&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,0.65
992,3,0,3,0,1,&#128514; bruh these hoes gotta be stupid.,0.75
993,3,0,3,0,1,&#128514;&#128514; &#8220;@Juggs201: SOMEBODY GONNA DIE &#128557;&#128557;&#128557; RT @SMCo71: @Juggs201 &#128514; theres a bitch on NJT setting up a lean as we tweet&#8221;,0.7
994,3,0,3,0,1,&#128514;&#128514; &#8220;@JusDahl &#8220;@JustKorey &#8220;@JusDahl: Y'all have boring sex.&#8221; Nope.. I lick the side of my bitch face when I'm hittin it from the back&#8221;&#8221;,0.8
995,3,1,2,0,1,&#128514;&#128514; &#8220;@mcdonavins: Of course cooder's nudes are trash. She lives in the DMV what did you expect? &#128514;&#128514;&#128514;.&#8221;,0.7
996,3,0,3,0,1,&#128514;&#128514; My stomach in pain like a mufucka RT @OwIPharaoh This the nigga that's rating bitches 3/10? http://t.co/yFlFuBJ2Po,0.9
997,3,0,3,0,1,&#128514;&#128514; bitches get stuff done. http://t.co/GvFpk65ah5,0.0
998,3,2,1,0,0,&#128514;&#128514; fucc nicca yu pose to be pullin up,0.9
999,3,0,0,3,2,&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,0.0
1000,3,0,0,3,2,&#128514;&#128514; mike calls me t-bird @mikemastroccco,0.0
1001,3,1,2,0,1,"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;",0.8
1002,3,0,3,0,1,&#128514;&#128514; this white bitch think she miley cyrus &#128557;&#128557; http://t.co/lFfy5HvcNa,0.75
